delivery_id,match_id,innings,over,ball,batting_team,bowling_team,striker,non_striker,bowler,batsman_runs,extra_runs,total_runs,extra_type,is_wicket,dismissal_type,dismissed_player,fielder
D0058425,M0507,1,6,4,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Adam Topley,6,0,6,,False,,,
D0058426,M0507,1,6,5,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Adam Topley,2,0,2,,False,,,
D0058427,M0507,1,6,6,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Adam Topley,1,0,1,,False,,,
D0058428,M0507,1,7,1,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Adil Ali,1,1,2,wide,False,,,
D0058429,M0507,1,7,2,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Adil Ali,1,0,1,,False,,,
D0058430,M0507,1,7,3,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Adil Ali,1,0,1,,False,,,
D0058431,M0507,1,7,4,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Adil Ali,1,0,1,,False,,,
D0058432,M0507,1,7,5,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Adil Ali,2,0,2,,False,,,
D0058433,M0507,1,7,6,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Adil Ali,4,0,4,,False,,,
D0058434,M0507,1,8,1,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Devdutt Boult,6,1,7,wide,False,,,
D0058435,M0507,1,8,2,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Devdutt Boult,4,0,4,,False,,,
D0058436,M0507,1,8,3,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Devdutt Boult,1,0,1,,False,,,
D0058437,M0507,1,8,4,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Devdutt Boult,6,0,6,,False,,,
D0058438,M0507,1,8,5,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Devdutt Boult,4,0,4,,False,,,
D0058439,M0507,1,8,6,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Devdutt Boult,2,0,2,,False,,,
D0058440,M0507,1,9,1,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Deepak Curran,1,0,1,,False,,,
D0058441,M0507,1,9,2,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Deepak Curran,4,0,4,,False,,,
D0058442,M0507,1,9,3,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Deepak Curran,1,0,1,,False,,,
D0058443,M0507,1,9,4,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Deepak Curran,2,0,2,,False,,,
D0058444,M0507,1,9,5,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Deepak Curran,4,0,4,,False,,,
D0058445,M0507,1,9,6,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Deepak Curran,4,0,4,,False,,,
D0058446,M0507,1,10,1,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Lockie Boult,6,0,6,,False,,,
D0058447,M0507,1,10,2,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Lockie Boult,1,0,1,,False,,,
D0058448,M0507,1,10,3,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Lockie Boult,2,0,2,,False,,,
D0058449,M0507,1,10,4,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Lockie Boult,1,2,3,bye,False,,,
D0058450,M0507,1,10,5,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Lockie Boult,1,0,1,,False,,,
D0058451,M0507,1,10,6,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Lockie Boult,6,0,6,,False,,,
D0058452,M0507,1,11,1,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Devon Sundar,1,0,1,,False,,,
D0058453,M0507,1,11,2,Royal Challengers Bangalore,Rising Pune Supergiant,Ajinkya Saha,Ross Khan,Devon Sundar,0,0,0,,True,bowled,Ajinkya Saha,
D0058454,M0507,1,11,3,Royal Challengers Bangalore,Rising Pune Supergiant,Ross Khan,Mark Ashwin,Devon Sundar,1,0,1,,False,,,
D0058455,M0507,1,11,4,Royal Challengers Bangalore,Rising Pune Supergiant,Ross Khan,Mark Ashwin,Devon Sundar,1,1,2,bye,False,,,
D0058456,M0507,2,1,1,Rising Pune Supergiant,Royal Challengers Bangalore,Lockie Ashwin,Mitch Jansen,Marco Pandey,0,0,0,,False,,,
D0058457,M0507,2,1,2,Rising Pune Supergiant,Royal Challengers Bangalore,Lockie Ashwin,Mitch Jansen,Marco Pandey,1,2,3,leg-bye,False,,,
D0058458,M0507,2,1,3,Rising Pune Supergiant,Royal Challengers Bangalore,Lockie Ashwin,Mitch Jansen,Marco Pandey,1,0,1,,False,,,
D0058459,M0507,2,1,4,Rising Pune Supergiant,Royal Challengers Bangalore,Lockie Ashwin,Mitch Jansen,Marco Pandey,1,0,1,,False,,,
D0058460,M0507,2,1,5,Rising Pune Supergiant,Royal Challengers Bangalore,Lockie Ashwin,Mitch Jansen,Marco Pandey,2,0,2,,False,,,
D0058461,M0507,2,1,6,Rising Pune Supergiant,Royal Challengers Bangalore,Lockie Ashwin,Mitch Jansen,Marco Pandey,6,0,6,,False,,,
D0058462,M0507,2,2,1,Rising Pune Supergiant,Royal Challengers Bangalore,Lockie Ashwin,Mitch Jansen,Ravichandran Smith,0,0,0,,True,run out,Lockie Ashwin,Umesh Shami
D0058463,M0507,2,2,2,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Ravichandran Smith,1,0,1,,False,,,
D0058464,M0507,2,2,3,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Ravichandran Smith,1,0,1,,False,,,
D0058465,M0507,2,2,4,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Ravichandran Smith,0,0,0,,False,,,
D0058466,M0507,2,2,5,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Ravichandran Smith,2,0,2,,False,,,
D0058467,M0507,2,2,6,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Ravichandran Smith,0,0,0,,False,,,
D0058468,M0507,2,3,1,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Mayank Padikkal,4,0,4,,False,,,
D0058469,M0507,2,3,2,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Mayank Padikkal,6,0,6,,False,,,
D0058470,M0507,2,3,3,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Mayank Padikkal,1,0,1,,False,,,
D0058471,M0507,2,3,4,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Mayank Padikkal,1,0,1,,False,,,
D0058472,M0507,2,3,5,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Mayank Padikkal,2,0,2,,False,,,
D0058473,M0507,2,3,6,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Mayank Padikkal,0,0,0,,False,,,
D0058474,M0507,2,4,1,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Chris Taylor,4,0,4,,False,,,
D0058475,M0507,2,4,2,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Chris Taylor,4,0,4,,False,,,
D0058476,M0507,2,4,3,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Chris Taylor,1,0,1,,False,,,
D0058477,M0507,2,4,4,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Chris Taylor,1,0,1,,False,,,
D0058478,M0507,2,4,5,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Chris Taylor,4,0,4,,False,,,
D0058479,M0507,2,4,6,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Chris Taylor,1,0,1,,False,,,
D0058480,M0507,2,5,1,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Nathan Kumar,1,0,1,,False,,,
D0058481,M0507,2,5,2,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Nathan Kumar,0,0,0,,False,,,
D0058482,M0507,2,5,3,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Nathan Kumar,1,0,1,,False,,,
D0058483,M0507,2,5,4,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Nathan Kumar,4,0,4,,False,,,
D0058484,M0507,2,5,5,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Nathan Kumar,0,0,0,,False,,,
D0058485,M0507,2,5,6,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Nathan Kumar,2,0,2,,False,,,
D0058486,M0507,2,6,1,Rising Pune Supergiant,Royal Challengers Bangalore,Mitch Jansen,Najibullah Jadeja,Umesh Shami,0,0,0,,True,stumped,Mitch Jansen,Nathan Kumar
D0058487,M0507,2,6,2,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Jadeja,Najibullah Williamson,Umesh Shami,1,0,1,,False,,,
D0058488,M0507,2,6,3,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Jadeja,Najibullah Williamson,Umesh Shami,4,0,4,,False,,,
D0058489,M0507,2,6,4,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Jadeja,Najibullah Williamson,Umesh Shami,4,0,4,,False,,,
D0058490,M0507,2,6,5,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Jadeja,Najibullah Williamson,Umesh Shami,4,0,4,,False,,,
D0058491,M0507,2,6,6,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Jadeja,Najibullah Williamson,Umesh Shami,2,0,2,,False,,,
D0058492,M0507,2,7,1,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Jadeja,Najibullah Williamson,Marco Pandey,0,0,0,,False,,,
D0058493,M0507,2,7,2,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Jadeja,Najibullah Williamson,Marco Pandey,2,0,2,,False,,,
D0058494,M0507,2,7,3,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Jadeja,Najibullah Williamson,Marco Pandey,1,0,1,,False,,,
D0058495,M0507,2,7,4,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Jadeja,Najibullah Williamson,Marco Pandey,4,0,4,,False,,,
D0058496,M0507,2,7,5,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Jadeja,Najibullah Williamson,Marco Pandey,2,1,3,wide,False,,,
D0058497,M0507,2,7,6,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Jadeja,Najibullah Williamson,Marco Pandey,2,0,2,,False,,,
D0058498,M0507,2,8,1,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Jadeja,Najibullah Williamson,Ravichandran Smith,0,0,0,,False,,,
D0058499,M0507,2,8,2,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Jadeja,Najibullah Williamson,Ravichandran Smith,1,0,1,,False,,,
D0058500,M0507,2,8,3,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Jadeja,Najibullah Williamson,Ravichandran Smith,0,0,0,,True,run out,Najibullah Jadeja,Marco Pandey
D0058501,M0507,2,8,4,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Ravichandran Smith,1,0,1,,False,,,
D0058502,M0507,2,8,5,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Ravichandran Smith,2,0,2,,False,,,
D0058503,M0507,2,8,6,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Ravichandran Smith,1,0,1,,False,,,
D0058504,M0507,2,9,1,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Mayank Padikkal,2,0,2,,False,,,
D0058505,M0507,2,9,2,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Mayank Padikkal,1,0,1,,False,,,
D0058506,M0507,2,9,3,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Mayank Padikkal,2,0,2,,False,,,
D0058507,M0507,2,9,4,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Mayank Padikkal,0,2,2,bye,False,,,
D0058508,M0507,2,9,5,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Mayank Padikkal,1,0,1,,False,,,
D0058509,M0507,2,9,6,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Mayank Padikkal,1,2,3,leg-bye,False,,,
D0058510,M0507,2,10,1,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Chris Taylor,4,0,4,,False,,,
D0058511,M0507,2,10,2,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Chris Taylor,1,1,2,wide,False,,,
D0058512,M0507,2,10,3,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Chris Taylor,6,0,6,,False,,,
D0058513,M0507,2,10,4,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Chris Taylor,0,0,0,,False,,,
D0058514,M0507,2,10,5,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Chris Taylor,2,0,2,,False,,,
D0058515,M0507,2,10,6,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Chris Taylor,2,0,2,,False,,,
D0058516,M0507,2,11,1,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Nathan Kumar,2,0,2,,False,,,
D0058517,M0507,2,11,2,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Nathan Kumar,2,0,2,,False,,,
D0058518,M0507,2,11,3,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Nathan Kumar,2,0,2,,False,,,
D0058519,M0507,2,11,4,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Nathan Kumar,1,0,1,,False,,,
D0058520,M0507,2,11,5,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Nathan Kumar,2,0,2,,False,,,
D0058521,M0507,2,11,6,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Nathan Kumar,4,0,4,,False,,,
D0058522,M0507,2,12,1,Rising Pune Supergiant,Royal Challengers Bangalore,Najibullah Williamson,Ravindra Bairstow,Umesh Shami,0,0,0,,True,bowled,Najibullah Williamson,
D0058523,M0507,2,12,2,Rising Pune Supergiant,Royal Challengers Bangalore,Ravindra Bairstow,Devon Wood,Umesh Shami,2,0,2,,False,,,
D0058524,M0507,2,12,3,Rising Pune Supergiant,Royal Challengers Bangalore,Ravindra Bairstow,Devon Wood,Umesh Shami,1,0,1,,False,,,
D0058525,M0507,2,12,4,Rising Pune Supergiant,Royal Challengers Bangalore,Ravindra Bairstow,Devon Wood,Umesh Shami,2,0,2,,False,,,
D0058526,M0507,2,12,5,Rising Pune Supergiant,Royal Challengers Bangalore,Ravindra Bairstow,Devon Wood,Umesh Shami,1,0,1,,False,,,
D0058527,M0507,2,12,6,Rising Pune Supergiant,Royal Challengers Bangalore,Ravindra Bairstow,Devon Wood,Umesh Shami,2,0,2,,False,,,
D0058528,M0507,2,13,1,Rising Pune Supergiant,Royal Challengers Bangalore,Ravindra Bairstow,Devon Wood,Marco Pandey,1,0,1,,False,,,
D0058529,M0507,2,13,2,Rising Pune Supergiant,Royal Challengers Bangalore,Ravindra Bairstow,Devon Wood,Marco Pandey,4,1,5,wide,False,,,
D0058530,M0507,2,13,3,Rising Pune Supergiant,Royal Challengers Bangalore,Ravindra Bairstow,Devon Wood,Marco Pandey,1,2,3,leg-bye,False,,,
D0058531,M0507,2,13,4,Rising Pune Supergiant,Royal Challengers Bangalore,Ravindra Bairstow,Devon Wood,Marco Pandey,2,0,2,,False,,,
D0058532,M0507,2,13,5,Rising Pune Supergiant,Royal Challengers Bangalore,Ravindra Bairstow,Devon Wood,Marco Pandey,4,0,4,,False,,,
D0058533,M0507,2,13,6,Rising Pune Supergiant,Royal Challengers Bangalore,Ravindra Bairstow,Devon Wood,Marco Pandey,2,0,2,,False,,,
D0058534,M0507,2,14,1,Rising Pune Supergiant,Royal Challengers Bangalore,Ravindra Bairstow,Devon Wood,Ravichandran Smith,2,0,2,,False,,,
D0058535,M0507,2,14,2,Rising Pune Supergiant,Royal Challengers Bangalore,Ravindra Bairstow,Devon Wood,Ravichandran Smith,4,0,4,,False,,,
D0058536,M0507,2,14,3,Rising Pune Supergiant,Royal Challengers Bangalore,Ravindra Bairstow,Devon Wood,Ravichandran Smith,0,0,0,,True,caught,Ravindra Bairstow,Chris Taylor
D0058537,M0508,1,1,1,Gujarat Lions,Kolkata Knight Riders,Hasan de Kock,Gerald Lyon,Washington Maxwell,2,0,2,,False,,,
D0058538,M0508,1,1,2,Gujarat Lions,Kolkata Knight Riders,Hasan de Kock,Gerald Lyon,Washington Maxwell,4,0,4,,False,,,
D0058539,M0508,1,1,3,Gujarat Lions,Kolkata Knight Riders,Hasan de Kock,Gerald Lyon,Washington Maxwell,4,4,8,leg-bye,False,,,
D0058540,M0508,1,1,4,Gujarat Lions,Kolkata Knight Riders,Hasan de Kock,Gerald Lyon,Washington Maxwell,0,0,0,,False,,,
D0058541,M0508,1,1,5,Gujarat Lions,Kolkata Knight Riders,Hasan de Kock,Gerald Lyon,Washington Maxwell,0,0,0,,False,,,
D0058542,M0508,1,1,6,Gujarat Lions,Kolkata Knight Riders,Hasan de Kock,Gerald Lyon,Washington Maxwell,4,0,4,,False,,,
D0058543,M0508,1,2,1,Gujarat Lions,Kolkata Knight Riders,Hasan de Kock,Gerald Lyon,Mitchell Conway,4,0,4,,False,,,
D0058544,M0508,1,2,2,Gujarat Lions,Kolkata Knight Riders,Hasan de Kock,Gerald Lyon,Mitchell Conway,1,0,1,,False,,,
D0058545,M0508,1,2,3,Gujarat Lions,Kolkata Knight Riders,Hasan de Kock,Gerald Lyon,Mitchell Conway,4,0,4,,False,,,
D0058546,M0508,1,2,4,Gujarat Lions,Kolkata Knight Riders,Hasan de Kock,Gerald Lyon,Mitchell Conway,4,0,4,,False,,,
D0058547,M0508,1,2,5,Gujarat Lions,Kolkata Knight Riders,Hasan de Kock,Gerald Lyon,Mitchell Conway,0,0,0,,False,,,
D0058548,M0508,1,2,6,Gujarat Lions,Kolkata Knight Riders,Hasan de Kock,Gerald Lyon,Mitchell Conway,2,0,2,,False,,,
D0058549,M0508,1,3,1,Gujarat Lions,Kolkata Knight Riders,Hasan de Kock,Gerald Lyon,Wahab Jansen,1,0,1,,False,,,
D0058550,M0508,1,3,2,Gujarat Lions,Kolkata Knight Riders,Hasan de Kock,Gerald Lyon,Wahab Jansen,4,0,4,,False,,,
D0058551,M0508,1,3,3,Gujarat Lions,Kolkata Knight Riders,Hasan de Kock,Gerald Lyon,Wahab Jansen,4,0,4,,False,,,
D0058552,M0508,1,3,4,Gujarat Lions,Kolkata Knight Riders,Hasan de Kock,Gerald Lyon,Wahab Jansen,0,0,0,,False,,,
D0058553,M0508,1,3,5,Gujarat Lions,Kolkata Knight Riders,Hasan de Kock,Gerald Lyon,Wahab Jansen,0,0,0,,True,caught,Hasan de Kock,Wahab Jansen
D0058554,M0508,1,3,6,Gujarat Lions,Kolkata Knight Riders,Gerald Lyon,Dwaine Ngidi,Wahab Jansen,2,0,2,,False,,,
D0058555,M0508,1,4,1,Gujarat Lions,Kolkata Knight Riders,Gerald Lyon,Dwaine Ngidi,Rishabh Sharma,0,0,0,,True,caught,Gerald Lyon,Ajinkya de Villiers
D0058556,M0508,1,4,2,Gujarat Lions,Kolkata Knight Riders,Dwaine Ngidi,Josh Rossouw,Rishabh Sharma,1,0,1,,False,,,
D0058557,M0508,1,4,3,Gujarat Lions,Kolkata Knight Riders,Dwaine Ngidi,Josh Rossouw,Rishabh Sharma,1,0,1,,False,,,
D0058558,M0508,1,4,4,Gujarat Lions,Kolkata Knight Riders,Dwaine Ngidi,Josh Rossouw,Rishabh Sharma,1,0,1,,False,,,
D0058559,M0508,1,4,5,Gujarat Lions,Kolkata Knight Riders,Dwaine Ngidi,Josh Rossouw,Rishabh Sharma,1,0,1,,False,,,
D0058560,M0508,1,4,6,Gujarat Lions,Kolkata Knight Riders,Dwaine Ngidi,Josh Rossouw,Rishabh Sharma,2,0,2,,False,,,
D0058561,M0508,1,5,1,Gujarat Lions,Kolkata Knight Riders,Dwaine Ngidi,Josh Rossouw,Ajinkya de Villiers,1,0,1,,False,,,
D0058562,M0508,1,5,2,Gujarat Lions,Kolkata Knight Riders,Dwaine Ngidi,Josh Rossouw,Ajinkya de Villiers,4,0,4,,False,,,
D0058563,M0508,1,5,3,Gujarat Lions,Kolkata Knight Riders,Dwaine Ngidi,Josh Rossouw,Ajinkya de Villiers,2,0,2,,False,,,
D0058564,M0508,1,5,4,Gujarat Lions,Kolkata Knight Riders,Dwaine Ngidi,Josh Rossouw,Ajinkya de Villiers,4,0,4,,False,,,
D0058565,M0508,1,5,5,Gujarat Lions,Kolkata Knight Riders,Dwaine Ngidi,Josh Rossouw,Ajinkya de Villiers,1,0,1,,False,,,
D0058566,M0508,1,5,6,Gujarat Lions,Kolkata Knight Riders,Dwaine Ngidi,Josh Rossouw,Ajinkya de Villiers,4,0,4,,False,,,
D0058567,M0508,1,6,1,Gujarat Lions,Kolkata Knight Riders,Dwaine Ngidi,Josh Rossouw,Shadab Finch,1,0,1,,False,,,
D0058568,M0508,1,6,2,Gujarat Lions,Kolkata Knight Riders,Dwaine Ngidi,Josh Rossouw,Shadab Finch,2,1,3,bye,False,,,
D0058569,M0508,1,6,3,Gujarat Lions,Kolkata Knight Riders,Dwaine Ngidi,Josh Rossouw,Shadab Finch,4,0,4,,False,,,
D0058570,M0508,1,6,4,Gujarat Lions,Kolkata Knight Riders,Dwaine Ngidi,Josh Rossouw,Shadab Finch,4,0,4,,False,,,
D0058571,M0508,1,6,5,Gujarat Lions,Kolkata Knight Riders,Dwaine Ngidi,Josh Rossouw,Shadab Finch,0,0,0,,True,run out,Dwaine Ngidi,Rishabh Sharma
D0058572,M0508,1,6,6,Gujarat Lions,Kolkata Knight Riders,Josh Rossouw,Dewald Chahar,Shadab Finch,2,0,2,,False,,,
D0058573,M0508,1,7,1,Gujarat Lions,Kolkata Knight Riders,Josh Rossouw,Dewald Chahar,Washington Maxwell,0,0,0,,False,,,
D0058574,M0508,1,7,2,Gujarat Lions,Kolkata Knight Riders,Josh Rossouw,Dewald Chahar,Washington Maxwell,1,0,1,,False,,,
D0058575,M0508,1,7,3,Gujarat Lions,Kolkata Knight Riders,Josh Rossouw,Dewald Chahar,Washington Maxwell,1,0,1,,False,,,
D0058576,M0508,1,7,4,Gujarat Lions,Kolkata Knight Riders,Josh Rossouw,Dewald Chahar,Washington Maxwell,1,0,1,,False,,,
D0058577,M0508,1,7,5,Gujarat Lions,Kolkata Knight Riders,Josh Rossouw,Dewald Chahar,Washington Maxwell,2,0,2,,False,,,
D0058578,M0508,1,7,6,Gujarat Lions,Kolkata Knight Riders,Josh Rossouw,Dewald Chahar,Washington Maxwell,1,0,1,,False,,,
D0058579,M0508,1,8,1,Gujarat Lions,Kolkata Knight Riders,Josh Rossouw,Dewald Chahar,Mitchell Conway,4,0,4,,False,,,
D0058580,M0508,1,8,2,Gujarat Lions,Kolkata Knight Riders,Josh Rossouw,Dewald Chahar,Mitchell Conway,0,0,0,,True,caught,Josh Rossouw,Washington Maxwell
D0058581,M0508,2,1,1,Kolkata Knight Riders,Gujarat Lions,Deepak Root,Denesh Cummins,Mohammad Maxwell,0,0,0,,True,caught,Deepak Root,Mohammad Maxwell
D0058582,M0509,1,1,1,Delhi Daredevils,Rising Pune Supergiant,Robin Jansen,Najibullah Williamson,Mitchell Bumrah,0,0,0,,True,retired hurt,Robin Jansen,
D0058583,M0509,1,1,2,Delhi Daredevils,Rising Pune Supergiant,Najibullah Williamson,Jason Samson,Mitchell Bumrah,6,0,6,,False,,,
D0058584,M0509,1,1,3,Delhi Daredevils,Rising Pune Supergiant,Najibullah Williamson,Jason Samson,Mitchell Bumrah,4,0,4,,False,,,
D0058585,M0509,1,1,4,Delhi Daredevils,Rising Pune Supergiant,Najibullah Williamson,Jason Samson,Mitchell Bumrah,1,0,1,,False,,,
D0058586,M0509,1,1,5,Delhi Daredevils,Rising Pune Supergiant,Najibullah Williamson,Jason Samson,Mitchell Bumrah,2,0,2,,False,,,
D0058587,M0509,1,1,6,Delhi Daredevils,Rising Pune Supergiant,Najibullah Williamson,Jason Samson,Mitchell Bumrah,1,0,1,,False,,,
D0058588,M0509,1,2,1,Delhi Daredevils,Rising Pune Supergiant,Najibullah Williamson,Jason Samson,Andre Livingstone,1,0,1,,False,,,
D0058589,M0509,1,2,2,Delhi Daredevils,Rising Pune Supergiant,Najibullah Williamson,Jason Samson,Andre Livingstone,1,0,1,,False,,,
D0058590,M0509,1,2,3,Delhi Daredevils,Rising Pune Supergiant,Najibullah Williamson,Jason Samson,Andre Livingstone,0,0,0,,True,run out,Najibullah Williamson,Mark Riaz
D0058591,M0509,1,2,4,Delhi Daredevils,Rising Pune Supergiant,Jason Samson,KL Stokes,Andre Livingstone,0,0,0,,True,lbw,Jason Samson,
D0058592,M0509,1,2,5,Delhi Daredevils,Rising Pune Supergiant,KL Stokes,Aaron Buttler,Andre Livingstone,0,0,0,,True,bowled,KL Stokes,
D0058593,M0509,1,2,6,Delhi Daredevils,Rising Pune Supergiant,Aaron Buttler,Hardik Kohli,Andre Livingstone,0,0,0,,False,,,
D0058594,M0509,1,3,1,Delhi Daredevils,Rising Pune Supergiant,Aaron Buttler,Hardik Kohli,Naveen Williamson,2,0,2,,False,,,
D0058595,M0509,1,3,2,Delhi Daredevils,Rising Pune Supergiant,Aaron Buttler,Hardik Kohli,Naveen Williamson,2,0,2,,False,,,
D0058596,M0509,1,3,3,Delhi Daredevils,Rising Pune Supergiant,Aaron Buttler,Hardik Kohli,Naveen Williamson,1,0,1,,False,,,
D0058597,M0509,1,3,4,Delhi Daredevils,Rising Pune Supergiant,Aaron Buttler,Hardik Kohli,Naveen Williamson,1,0,1,,False,,,
